scene_id,scene_col,scene_row,lat,lon,class_id,class_name,conf,box_w_px,box_h_px,chip_row_off,chip_col_off
e98ca5aba8849b06t,11508.568969726562,13001.477478027344,48.99857372888147,-5.638770411823818,1,dark,0.67325,10.4,10.0,12672,10944
e98ca5aba8849b06t,8641.106628417969,4826.160705566406,49.72327728078035,-6.075774821690841,0,cooperative,0.64096,8.9,9.0,4608,8064
e98ca5aba8849b06t,10060.063903808594,7246.1611328125,49.51093863866492,-5.866374305410446,0,cooperative,0.63474,9.3,9.2,6912,9792
e98ca5aba8849b06t,9345.600967407227,15531.397521972656,48.76414619704816,-5.920835547638437,1,dark,0.60923,10.8,11.4,14976,9216
e98ca5aba8849b06t,11570.299068450928,3769.7440185546875,49.82826715041022,-5.6750740637924855,0,cooperative,0.60256,9.1,9.5,3456,11520
e98ca5aba8849b06t,18637.970306396484,12069.314086914062,49.10056635150086,-4.66738233010582,1,dark,0.59914,10.6,10.7,11520,18432
e98ca5aba8849b06t,25905.906860351562,7870.693176269531,49.48830028677528,-3.6769667187649695,1,dark,0.59253,9.1,9.0,7488,25344
e98ca5aba8849b06t,12890.364562988281,12748.569839477539,49.02546811032114,-5.451152540029369,1,dark,0.59162,11.8,11.9,12672,12672
e98ca5aba8849b06t,12412.155456542969,2487.186492919922,49.946149352179496,-5.5642438445894165,1,dark,0.58506,11.5,10.6,2304,12096
e98ca5aba8849b06t,10885.588928222656,16555.010986328125,48.677283229743225,-5.706576093650061,1,dark,0.57792,9.4,9.4,16128,10368
e98ca5aba8849b06t,21138.84796142578,10436.868682861328,49.251810765252884,-4.32880013875931,1,dark,0.57511,11.1,10.7,10368,20736
e98ca5aba8849b06t,26804.009399414062,5132.8350830078125,49.73520893572757,-3.5557611837471117,1,dark,0.5684,13.2,12.9,4608,26496
e98ca5aba8849b06t,8323.9642868042,14738.110809326172,48.83180246110916,-6.064004243066319,1,dark,0.56833,11.5,11.7,14400,8064
e98ca5aba8849b06t,14222.219360351562,12236.213272094727,49.07524620453934,-5.271215196767011,0,cooperative,0.54952,8.9,8.6,12096,13824
e98ca5aba8849b06t,21940.622093200684,9603.994873046875,49.32792667453028,-4.220499436362998,1,dark,0.54947,11.8,11.1,9216,21888
e98ca5aba8849b06t,11135.043243408203,10221.06802368164,49.24722734696007,-5.703336826136618,0,cooperative,0.54909,8.7,9.1,9792,10944
e98ca5aba8849b06t,22333.681518554688,7550.5178146362305,49.51315613564415,-4.1708018834769,1,dark,0.54894,10.0,9.7,7488,21888
e98ca5aba8849b06t,17186.7626953125,12786.63860321045,49.033031498492356,-4.86367619412994,1,dark,0.54729,11.6,11.2,12672,16704
e98ca5aba8849b06t,24325.62905883789,5808.162273406982,49.67231365248961,-3.89853825093757,1,dark,0.547,12.0,11.5,5760,24192
e98ca5aba8849b06t,20437.424072265625,9005.569580078125,49.379369267108025,-4.428875167687614,1,dark,0.54493,11.5,11.4,8640,20160
e98ca5aba8849b06t,23054.282104492188,9091.514465332031,49.375533378806445,-4.068257746357196,1,dark,0.53266,10.2,9.9,8640,22464
e98ca5aba8849b06t,4592.3604736328125,16626.33819580078,48.6476427680835,-6.559546529965629,0,cooperative,0.52875,9.2,9.7,16128,4032
e98ca5aba8849b06t,9866.236724853516,9333.746696472168,49.32273362256651,-5.8821033149800375,0,cooperative,0.52506,8.6,8.6,9216,9792
e98ca5aba8849b06t,9056.490753173828,16434.497924804688,48.68200787666738,-5.955363217443148,1,dark,0.51741,10.9,11.1,16128,8640
e98ca5aba8849b06t,11049.985366821289,13629.02749633789,48.94073386109978,-5.698350022661666,1,dark,0.51575,10.5,10.7,13248,10944
e98ca5aba8849b06t,24120.401885986328,6485.031097412109,49.61121571622281,-3.92582286698938,1,dark,0.51298,18.4,17.2,6336,23616
e98ca5aba8849b06t,21200.11260986328,10248.186584472656,49.26887511076949,-4.320836628865359,1,dark,0.51054,18.7,18.9,9792,20736
e98ca5aba8849b06t,13122.085968017578,14537.660488128662,48.86533877188449,-5.411718194377498,1,dark,0.50321,21.8,21.6,14400,12672
e98ca5aba8849b06t,6072.5587158203125,6126.699462890625,49.596505512544965,-6.423311960608349,0,cooperative,0.49469,8.0,8.0,5760,5760
e98ca5aba8849b06t,8546.926025390625,8823.692077636719,49.36388035226342,-6.066249246246586,1,dark,0.49192,12.1,11.4,8640,8064
e98ca5aba8849b06t,11835.176330566406,2207.3541259765625,49.969486022344455,-5.64595601037921,1,dark,0.48965,11.1,10.8,1728,11520
e98ca5aba8849b06t,23866.943893432617,7125.839599609375,49.553299099100805,-3.9597707519614938,1,dark,0.48618,9.1,9.4,6912,23616
e98ca5aba8849b06t,13255.674682617188,11231.773254394531,49.162841084507576,-5.407814564602859,1,dark,0.48057,16.8,16.8,10944,12672
e98ca5aba8849b06t,13763.344665527344,17531.610778808594,48.59801782765254,-5.311975698717214,1,dark,0.4778,9.3,9.1,17280,13248
e98ca5aba8849b06t,12406.156372070312,13123.356567382812,48.99036092111343,-5.515625305929163,1,dark,0.47533,16.9,16.4,12672,12096
e98ca5aba8849b06t,10646.462219238281,17388.675285339355,48.601603475696585,-5.734967235546753,1,dark,0.46977,14.7,14.8,17280,10368
e98ca5aba8849b06t,12293.517211914062,7594.334243774414,49.486882632130204,-5.556541442194873,0,cooperative,0.46137,9.6,9.4,7488,12096
e98ca5aba8849b06t,18425.50762939453,9905.719253540039,49.294678606903084,-4.703144422496703,1,dark,0.45702,16.9,17.1,9792,17856
e98ca5aba8849b06t,10123.8193359375,18566.328365325928,48.494080173341565,-5.7999266919930665,1,dark,0.45436,13.2,12.8,18432,9792
e98ca5aba8849b06t,3614.062744140625,17018.695343017578,48.60824096601799,-6.68952070394652,0,cooperative,0.45405,8.4,8.4,16704,3456
e98ca5aba8849b06t,10848.245544433594,5094.904357910156,49.70685690572463,-5.76855812026775,0,cooperative,0.45367,8.6,8.7,4608,10368
e98ca5aba8849b06t,12612.121215820312,2905.0572509765625,49.90921477075646,-5.534429528007581,0,cooperative,0.45116,8.5,8.6,2880,12096
e98ca5aba8849b06t,14529.432678222656,4799.355606079102,49.74449572483475,-5.259671647004406,1,dark,0.44969,19.1,19.8,4608,14400
e98ca5aba8849b06t,28883.512229919434,5787.719482421875,49.67733091010006,-3.26686301763197,1,dark,0.44672,12.9,12.4,5184,28800
e98ca5aba8849b06t,25033.093086242676,5837.821838378906,49.670365412106946,-3.800454012466951,1,dark,0.44629,20.6,19.2,5760,24768
e98ca5aba8849b06t,7343.633056640625,16716.71502685547,48.650457618197116,-6.186117460385578,0,cooperative,0.44568,8.5,8.4,16128,6912
e98ca5aba8849b06t,12918.503509521484,14940.387878417969,48.82855908121254,-5.437693464732204,1,dark,0.4452,15.2,14.9,14400,12672
e98ca5aba8849b06t,16672.286254882812,10336.960998535156,49.2521055005606,-4.9426144471237565,1,dark,0.44313,20.7,19.9,9792,16128
e98ca5aba8849b06t,11389.72396850586,16216.342651367188,48.709305864754775,-5.639757650434755,1,dark,0.44182,16.0,16.2,16128,10944
e98ca5aba8849b06t,11184.5703125,9947.407028198242,49.271975398414696,-5.697880317111842,0,cooperative,0.44135,9.1,9.2,9792,10944
e98ca5aba8849b06t,13256.998413085938,5566.9776611328125,49.67193612165362,-5.432681283959649,1,dark,0.44115,21.2,20.6,5184,12672
e98ca5aba8849b06t,23844.896591186523,8545.13037109375,49.4256286969189,-3.960318127368257,1,dark,0.43753,15.1,15.0,8064,23616
e98ca5aba8849b06t,25807.781860351562,5171.3663330078125,49.73099781518831,-3.693952358393417,1,dark,0.43297,14.0,13.7,4608,25344
e98ca5aba8849b06t,9455.666442871094,8837.397689819336,49.365899724037725,-5.941187082167371,0,cooperative,0.43208,9.0,9.4,8640,9216
e98ca5aba8849b06t,23236.389038085938,9264.718082427979,49.360185297803845,-4.042845698335537,1,dark,0.4284,9.5,9.2,9216,23040
e98ca5aba8849b06t,15881.934814453125,9816.2071018219,49.297041481995656,-5.053094652641767,1,dark,0.4264,17.5,18.2,9792,15552
e98ca5aba8849b06t,21135.63363647461,5767.9814453125,49.67165301869045,-4.340649256801984,1,dark,0.41841,20.1,19.6,5184,20736
e98ca5aba8849b06t,14072.619155883789,6406.59846496582,49.59879611235633,-5.31615291148453,1,dark,0.41796,17.2,16.7,6336,13824
e98ca5aba8849b06t,10787.558410644531,17545.751007080078,48.58794118759635,-5.715093418639823,1,dark,0.41643,13.8,13.5,17280,10368
e98ca5aba8849b06t,20727.724670410156,8264.614730834961,49.44648563096161,-4.390774299021636,1,dark,0.41525,17.9,17.5,8064,20160
e98ca5aba8849b06t,7738.515762329102,6859.8599853515625,49.537247375384005,-6.188850407606603,0,cooperative,0.41046,8.6,8.6,6336,7488
e98ca5aba8849b06t,25065.360321044922,5624.837646484375,49.68955135897648,-3.7962953339993804,1,dark,0.40923,21.0,21.4,5184,24768
e98ca5aba8849b06t,14359.887939453125,9164.842163085938,49.35167906801482,-5.264963739802154,1,dark,0.4029,20.7,19.4,8640,13824
e98ca5aba8849b06t,12322.468154907227,4951.258728027344,49.724469448132744,-5.56498632304248,0,cooperative,0.39643,8.5,8.4,4608,12096
e98ca5aba8849b06t,15370.161315917969,4141.196350097656,49.805868493595156,-5.145673764810424,1,dark,0.39317,20.1,20.2,4032,14976
e98ca5aba8849b06t,15403.288818359375,11554.197189331055,49.139623108976586,-5.112211769824568,1,dark,0.39283,18.2,17.9,11520,14976
e98ca5aba8849b06t,16302.980163574219,13130.190002441406,49.0001300409175,-4.983287803068449,1,dark,0.39163,20.4,19.9,12672,16128
e98ca5aba8849b06t,21369.320838928223,7713.072341918945,49.4971137700002,-4.303601122550511,1,dark,0.3913,20.9,21.4,7488,21312
e98ca5aba8849b06t,13547.601470947266,14275.0322265625,48.89014294993577,-5.354856204501143,0,cooperative,0.38782,9.7,9.7,13824,13248
e98ca5aba8849b06t,11977.407897949219,7324.855285644531,49.51012439254003,-5.601426114960166,0,cooperative,0.38397,8.7,8.6,6912,11520
e98ca5aba8849b06t,17725.092346191406,11762.55679321289,49.12627329679832,-4.7933772131217,1,dark,0.38358,26.5,27.2,11520,17280
e98ca5aba8849b06t,18023.671829223633,15900.9384765625,48.7547978961852,-4.739488035080351,1,dark,0.38325,9.1,9.1,15552,17856
e98ca5aba8849b06t,13019.367492675781,12401.163024902344,49.0570643946426,-5.4350470815144964,1,dark,0.38159,16.5,17.0,12096,12672
e98ca5aba8849b06t,27175.716651916504,5524.038330078125,49.70025952029765,-3.503816020816745,1,dark,0.3789,15.9,15.1,5184,27072
e98ca5aba8849b06t,18308.976013183594,11699.331268310547,49.13317334699869,-4.7135790041244725,1,dark,0.37879,29.4,29.5,11520,17856
e98ca5aba8849b06t,14771.011108398438,11791.593078613281,49.116666205500216,-5.197892280706123,1,dark,0.37876,11.4,11.3,11520,14400
e98ca5aba8849b06t,18159.04833984375,9573.453216552734,49.32400674362194,-4.740827075981309,1,dark,0.37872,20.4,19.6,9216,17856
e98ca5aba8849b06t,13459.04946899414,14727.161682128906,48.849257667436305,-5.365009043084161,1,dark,0.3723,21.6,22.3,14400,13248
e98ca5aba8849b06t,14446.88362121582,8707.603454589844,49.39301000966621,-5.254874474772919,0,cooperative,0.37223,8.2,8.0,8640,14400
e98ca5aba8849b06t,9882.711326599121,7132.453643798828,49.52054408999983,-5.891444941365776,1,dark,0.36498,24.1,24.5,6912,9792
e98ca5aba8849b06t,17822.694946289062,11313.684753417969,49.16683853968717,-4.781452385664595,1,dark,0.3644,9.7,9.7,10944,17280
e98ca5aba8849b06t,10994.615951538086,10411.862190246582,49.22963141297448,-5.721667045477777,1,dark,0.36181,8.5,8.7,10368,10944
e98ca5aba8849b06t,15734.353271484375,8121.562934875488,49.449012728044,-5.079799503504888,1,dark,0.35946,19.3,18.8,8064,15552
e98ca5aba8849b06t,20952.210250854492,10838.481903076172,49.2153969575305,-4.353452302245785,1,dark,0.35617,9.4,9.8,10368,20736
e98ca5aba8849b06t,6991.1337890625,16647.129943847656,48.65537461962163,-6.2343012590584435,0,cooperative,0.35257,7.5,7.3,16128,6912
e98ca5aba8849b06t,15144.657989501953,3336.2755126953125,49.877628807950074,-5.180243058704261,1,dark,0.3514,12.6,13.1,2880,14976
e98ca5aba8849b06t,19516.042694091797,8791.816040039062,49.396951032424724,-4.556374667957013,1,dark,0.35072,24.1,24.5,8640,19008
e98ca5aba8849b06t,14819.53823852539,13778.661376953125,48.938174796359284,-5.183413980460477,1,dark,0.34684,18.5,18.3,13248,14400
e98ca5aba8849b06t,16983.427001953125,2880.605712890625,49.92311869541731,-4.9261041939296435,1,dark,0.34382,10.9,11.0,2304,16704
e98ca5aba8849b06t,24353.76057434082,6105.218994140625,49.64562807522635,-3.894150161368486,1,dark,0.34096,31.5,32.0,5760,24192
e98ca5aba8849b06t,7722.330795288086,5730.5745849609375,49.638603521822596,-6.197712995464828,1,dark,0.32985,21.1,21.6,5184,7488
e98ca5aba8849b06t,19697.708068847656,9082.41879272461,49.3711548733542,-4.530534910035099,1,dark,0.31925,17.3,17.0,8640,19584
e98ca5aba8849b06t,10675.417175292969,16970.671478271484,48.63925835580185,-5.733072839309902,0,cooperative,0.31862,9.5,9.5,16704,10368
e98ca5aba8849b06t,28182.628967285156,6599.06396484375,49.60409046818392,-3.3634661361287006,1,dark,0.31322,11.2,10.7,6336,27648
