scene_id,scene_col,scene_row,lat,lon,class_id,class_name,conf,box_w_px,box_h_px,chip_row_off,chip_col_off
05bc615a9b0e1159t,18751.2041015625,16022.537658691406,42.10589813459137,18.935053648157275,1,dark,0.53074,10.2,10.5,15552,18432
05bc615a9b0e1159t,19271.264923095703,18135.46502685547,41.916824668155634,19.00387253840935,1,dark,0.51198,14.3,13.7,17856,19008
05bc615a9b0e1159t,15297.912384033203,18149.28436279297,41.90625626655701,18.525173083199295,0,cooperative,0.4807,9.1,9.2,17856,14976
05bc615a9b0e1159t,15297.437438964844,18553.44048309326,41.869887326547655,18.526520006261872,0,cooperative,0.44308,9.4,9.4,18432,14976
05bc615a9b0e1159t,15722.806854248047,16097.080688476562,42.092017611733134,18.569334516778447,0,cooperative,0.43098,8.2,8.5,15552,15552
05bc615a9b0e1159t,17018.00994873047,18109.166564941406,41.91414818884516,18.73226711824065,0,cooperative,0.37264,8.9,9.0,17856,16704
05bc615a9b0e1159t,22130.059051513672,15592.063362121582,42.15127815042011,19.342514259932134,0,cooperative,0.35681,9.5,9.3,15552,21888
05bc615a9b0e1159t,14649.590942382812,16773.60807800293,42.02832548628431,18.44213132215436,0,cooperative,0.35622,9.0,8.8,16704,14400
05bc615a9b0e1159t,11468.8564453125,12003.614379882812,42.44815394116405,18.038358635428505,0,cooperative,0.34117,9.5,9.0,11520,10944
05bc615a9b0e1159t,15879.61572265625,16257.701202392578,42.0779640455817,18.588826858742785,0,cooperative,0.33985,7.9,8.0,16128,15552
05bc615a9b0e1159t,3608.104705810547,4632.499938964844,43.0817381674406,17.042425644347393,1,dark,0.31581,11.2,11.0,4032,3456
05bc615a9b0e1159t,15515.64697265625,19210.558837890625,41.811318378313175,18.55504387710352,0,cooperative,0.31476,8.2,8.4,19008,14976
05bc615a9b0e1159t,14448.739280700684,16794.83723449707,42.02587234053387,18.417970174529277,0,cooperative,0.29839,8.7,8.7,16704,14400
05bc615a9b0e1159t,11608.360000610352,12099.219421386719,42.43999203594191,18.05570336034365,0,cooperative,0.2756,8.2,8.0,11520,11520
05bc615a9b0e1159t,8235.041580200195,15228.356872558594,42.147395909981135,17.66111136580209,0,cooperative,0.19002,7.9,8.0,14976,8064
05bc615a9b0e1159t,12610.826110839844,16440.976470947266,42.052498584148736,18.194811322787942,1,dark,0.18675,8.1,8.2,16128,12096
05bc615a9b0e1159t,12740.514707565308,11127.403869628906,42.530859294071874,18.189276582837202,0,cooperative,0.16773,10.0,9.2,10944,12672
05bc615a9b0e1159t,10842.726806640625,9795.571874141693,42.64473360760883,17.952672874998157,1,dark,0.15449,13.4,7.0,9792,10368
05bc615a9b0e1159t,7795.925048828125,15814.626251220703,42.09312838025432,17.610872095297236,0,cooperative,0.14918,10.3,10.1,15552,7488
05bc615a9b0e1159t,13579.691314697266,16712.75,42.03084901101574,18.312794423450097,1,dark,0.14879,9.2,9.3,16128,13248
05bc615a9b0e1159t,3060.7968139648438,7567.973564147949,42.815701030733024,16.992524354348152,1,dark,0.12541,14.8,15.3,7488,2880
05bc615a9b0e1159t,7184.295166015625,9175.728454589844,42.687720094884746,17.504043889428186,0,cooperative,0.12498,13.4,12.9,8640,6912
05bc615a9b0e1159t,13417.342788696289,14496.84733581543,42.22973898146042,18.284696738039273,0,cooperative,0.11741,8.6,8.4,14400,13248
05bc615a9b0e1159t,16134.361168384552,18691.343139648438,41.85960443812217,18.627741433538095,0,cooperative,0.10997,9.5,9.6,18432,16128
05bc615a9b0e1159t,9263.709838867188,8503.38427734375,42.755633365606656,17.754301318517744,0,cooperative,0.10818,8.7,8.6,8064,8640
05bc615a9b0e1159t,5113.414306640625,6880.079345703125,42.88602111263756,17.239289962087017,0,cooperative,0.09567,8.9,8.8,6336,4608
05bc615a9b0e1159t,23732.045669555664,1457.524658203125,43.426365277818185,19.506041959494212,0,cooperative,0.07875,8.9,8.9,1152,23616
05bc615a9b0e1159t,2818.34375,15857.514465332031,42.069940706736176,17.010547590368507,0,cooperative,0.07423,8.9,9.2,15552,2304
05bc615a9b0e1159t,4360.026428222656,20643.27667236328,41.6461601959398,17.22192357074233,0,cooperative,0.07016,20.7,20.1,20160,4032
05bc615a9b0e1159t,2670.7991943359375,5024.7244873046875,43.042471174834375,16.929899695275736,0,cooperative,0.06922,17.1,17.3,4608,2304
05bc615a9b0e1159t,3999.2393798828125,7164.526672363281,42.85590574600205,17.104767205433216,0,cooperative,0.06866,8.1,8.0,6912,3456
05bc615a9b0e1159t,10363.182373046875,11758.353729248047,42.46665876779322,17.903008358712142,0,cooperative,0.06784,8.2,8.1,11520,9792
