scene_id,scene_col,scene_row,lat,lon,class_id,class_name,conf,box_w_px,box_h_px,chip_row_off,chip_col_off
2899cfb18883251bt,18835.84942626953,18021.13217163086,42.53713844827036,14.707605489524925,0,cooperative,0.69229,8.5,8.7,17856,18432
2899cfb18883251bt,13812.046936035156,3290.0223999023438,43.86027952815022,14.076073423201173,0,cooperative,0.68185,9.4,9.5,2880,13248
2899cfb18883251bt,16403.65673828125,11024.961120605469,43.16599436826663,14.405419868752414,0,cooperative,0.68028,10.0,10.0,10944,16128
2899cfb18883251bt,22371.59521484375,13410.085067749023,42.95267447935775,15.139102884854346,0,cooperative,0.67567,8.1,8.5,13248,21888
2899cfb18883251bt,13919.042663574219,3180.6629638671875,43.870231563268206,14.08923604852374,0,cooperative,0.66524,8.5,8.6,2880,13824
2899cfb18883251bt,23254.666397094727,11971.143127441406,43.08206815772596,15.247880903039116,0,cooperative,0.65798,8.5,8.2,11520,23040
2899cfb18883251bt,19635.374214172363,9042.154296875,43.345914118496346,14.802399296077127,0,cooperative,0.65152,8.9,9.2,8640,19584
2899cfb18883251bt,18414.174194335938,16101.391235351562,42.70987862085657,14.655303706937493,0,cooperative,0.64653,9.6,9.6,15552,17856
2899cfb18883251bt,16321.860168457031,12040.66845703125,43.07448329305614,14.396257883442189,0,cooperative,0.64613,8.8,8.9,11520,16128
2899cfb18883251bt,16046.380310058594,14284.978485107422,42.872209169301065,14.364505528370243,0,cooperative,0.64449,9.6,9.7,13824,15552
2899cfb18883251bt,15132.821548461914,18228.44940185547,42.51643165583495,14.256910028187022,0,cooperative,0.64157,9.2,9.0,17856,14976
2899cfb18883251bt,14483.157699584961,12475.643188476562,43.033903554039,14.170948401444262,0,cooperative,0.63284,9.0,9.2,12096,14400
2899cfb18883251bt,22486.259216308594,17731.236541748047,42.56351780885657,15.152204434418993,0,cooperative,0.63274,9.6,9.7,17280,21888
2899cfb18883251bt,14494.23950958252,13907.129379272461,42.905019528454304,14.174035164267096,0,cooperative,0.62466,9.2,9.0,13824,14400
2899cfb18883251bt,21946.729957580566,12769.068283081055,43.01045018477325,15.087099000246093,0,cooperative,0.62104,8.0,8.4,12672,21888
2899cfb18883251bt,20703.769775390625,14474.274353027344,42.85690759009805,14.93474064742071,0,cooperative,0.61848,10.1,10.4,14400,20160
2899cfb18883251bt,14289.724975585938,4754.8897705078125,43.72886538665908,14.137406384142706,0,cooperative,0.60226,9.6,9.5,4608,13824
